psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfFlux_u,psfFlux_g,psfFlux_r,psfFlux_i,psfFlux_z,cModelFlux_u,cModelFlux_g,cModelFlux_r,cModelFlux_i,cModelFlux_z,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,petromag_u,petromag_g,petromag_r,petromag_i,petromag_z,class
23.15983,21.00701,19.27732,18.71255,18.31198,0.5085993,3.953407,19.45605,32.73167,47.32613,2.485426,9.990435,43.83172,75.43111,105.4084,2.678444,5.147085,22.86756,39.87048,55.25195,22.79497,20.07188,18.47699,17.89672,17.56373,GALAXY
21.13822,19.9683,19.4384,19.01162,18.56516,3.499599,10.29549,16.77332,24.85011,37.47699,24.32891,73.05016,130.5146,177.0255,216.3235,8.189304,16.59084,29.82369,43.26263,53.15453,19.09465,17.88777,17.31517,17.00799,16.8386,GALAXY
21.79504,20.60036,19.67329,19.12385,18.55134,1.903939,5.751081,13.50986,22.40949,37.95767,2.807008,6.556737,14.09531,23.87442,42.00763,3.601947,5.238323,12.43526,20.22525,36.75151,21.32413,20.44217,19.66442,19.04012,18.36037,GALAXY
21.73831,19.39171,18.23159,17.76413,17.34628,2.007142,17.51079,50.97571,78.40536,115.2044,14.15241,83.10278,243.7346,362.2056,458.2819,7.816598,22.01939,60.89181,91.6683,124.3485,19.70277,17.83278,16.64497,16.17566,15.93596,GALAXY
22.05821,19.96881,18.8441,18.44709,18.03803,1.489117,10.29065,28.99688,41.79794,60.91505,11.08081,47.59861,127.3571,184.2924,267.6521,4.974276,13.24787,34.2205,51.41695,68.03421,20.13408,18.38852,17.3407,16.93644,16.5611,GALAXY
21.07738,19.31296,18.54025,18.18776,17.91113,3.701918,18.82808,38.36171,53.07507,68.4695,6.950855,51.48222,102.2537,150.5642,159.8494,9.894577,22.46532,43.99042,60.28627,74.81879,21.0716,18.31248,17.57388,17.15591,17.03056,GALAXY
22.01602,19.99986,18.88453,18.37199,17.93943,1.549125,10.00048,27.93696,44.7916,66.7074,5.440867,30.01738,88.76904,137.9614,184.8821,5.38801,13.30529,39.56084,60.52805,78.81568,20.73182,18.89839,17.69511,17.23288,16.9121,GALAXY
21.34402,19.4941,18.5577,18.19531,17.89185,2.893193,15.93478,37.74998,52.70749,69.69657,13.27262,36.23268,83.09211,111.499,151.928,6.830787,18.79505,43.26764,62.8368,82.16317,20.36943,18.64365,17.73469,17.36835,17.06829,GALAXY
21.42201,19.84958,19.02656,18.42247,17.90755,2.691702,11.48529,24.51126,42.75682,68.69566,18.71655,74.07944,146.0274,218.0947,295.2194,7.281667,18.78162,42.63719,68.53917,90.94976,19.31533,17.91371,17.19789,16.76416,16.49455,GALAXY
20.41372,18.56611,17.73284,17.24434,16.80508,6.828537,37.45887,80.69817,126.5507,189.6538,41.73634,152.224,310.7689,446.5697,586.6395,16.80653,50.1842,116.6825,172.3159,217.1166,18.6736,17.06347,16.23268,15.85249,15.56308,GALAXY
19.44434,19.3926,19.12989,19.15825,19.0503,16.68146,17.49632,22.28596,21.71045,23.95876,16.17942,18.1397,22.17919,21.72191,23.91426,19.32615,19.20603,22.22983,21.91739,23.57965,19.55801,19.40668,19.18531,19.21393,19.18085,QSO
21.1067,19.22999,18.25963,17.87798,17.57767,3.603012,20.32335,49.67567,70.6004,93.09012,9.161666,42.33232,94.90449,135.1644,183.4595,7.451285,23.04354,55.5042,82.07701,107.7489,20.45921,18.54474,17.62604,17.21168,16.87545,GALAXY
20.8421,19.74701,19.2813,18.90546,18.49779,4.599984,12.62332,19.38489,27.40302,39.87814,15.09608,42.81757,76.73309,104.2641,115.2595,10.1476,19.78204,32.93171,47.14724,55.26077,19.57829,18.44481,17.81927,17.49702,17.37773,GALAXY
19.96516,19.02282,18.54564,18.22131,18.00802,10.3242,24.5962,38.17154,51.46009,62.62275,16.12425,47.5772,88.0267,125.1574,149.4351,16.79091,32.47771,54.56399,79.73199,93.944,19.47396,18.3342,17.70983,17.33471,17.14856,GALAXY
18.33596,18.31592,18.6506,18.95993,19.40001,46.30326,47.16627,34.65419,26.06189,17.34633,47.04379,48.00879,34.90057,25.76916,20.21738,49.02769,47.83578,34.44298,26.87523,22.23831,18.34666,18.33028,18.7002,19.00395,19.34423,STAR
20.95736,19.63282,18.80156,18.33615,17.99857,4.135796,14.02337,30.1556,46.29513,63.17041,21.92225,62.63141,111.9323,156.9571,188.796,8.54666,18.37109,41.86317,65.09303,83.05916,19.24383,18.11427,17.40115,17.01438,16.87128,GALAXY
19.20715,17.48846,16.59738,16.35787,16.05759,20.75484,101.068,229.64,286.3205,377.5407,281.912,1448.793,3089.807,4555.755,5559.456,45.35873,140.5785,314.4002,467.7689,610.9147,16.6747,14.76926,13.9286,13.51434,13.28499,GALAXY
21.48959,19.7209,18.66662,18.22832,17.77129,2.528368,12.93062,34.14666,51.12893,77.88351,11.60518,41.53091,104.7387,159.0383,232.6206,5.954859,17.78674,48.23899,75.53545,103.9333,20.05847,18.56202,17.54278,17.10083,16.66142,GALAXY
21.12385,19.87155,19.22002,19.08977,18.90846,3.546369,11.25515,20.51057,23.12423,27.30851,27.39958,84.53944,145.0005,185.9419,155.1021,8.445076,17.04312,30.02483,40.25963,47.28321,18.94708,17.73812,17.18376,16.88729,17.33716,GALAXY
20.78044,20.03357,19.86658,19.84257,19.47986,4.869276,9.694694,11.30626,11.5576,16.11178,18.32729,64.45876,87.40467,99.97932,118.1577,16.17709,15.39457,20.02109,22.91788,24.34619,19.37791,18.01623,17.67107,17.5405,17.40407,GALAXY
19.11449,17.66248,17.10502,16.8026,16.66192,22.60403,86.10057,143.8767,190.0911,216.3848,39.02065,194.1525,345.4359,474.9478,531.1387,35.40722,97.96687,170.0177,255.0258,291.8624,18.40664,16.82871,16.21049,15.83543,15.67703,GALAXY
21.33626,20.21106,19.67858,19.1994,18.93746,2.91405,8.232357,13.44413,20.90296,26.58768,33.16394,86.95329,141.2956,209.1366,244.4746,7.811649,14.07483,27.70864,40.77228,49.74958,18.85263,17.70224,17.16979,16.8099,16.71737,GALAXY
20.51583,18.86137,18.11385,17.76486,17.39675,6.215126,28.53955,56.81462,78.35271,109.9712,11.24494,63.32328,133.7577,200.6059,280.4327,19.99002,50.15956,108.7465,163.5572,210.8397,20.05668,18.0065,17.21258,16.77557,16.46116,GALAXY
22.55452,20.62831,19.68937,19.21291,18.84131,0.9304139,5.604841,13.31111,20.64436,29.05329,27.90329,95.4838,182.1161,265.7247,377.7925,4.772796,9.403234,24.33193,37.97083,50.20513,19.26402,17.67253,16.96343,16.6106,16.29086,GALAXY
18.82844,17.67879,17.22836,17.04405,16.98827,29.41797,84.81688,128.4266,152.1878,160.2069,29.45784,85.0975,130.0624,154.5026,163.8644,48.97832,88.96915,132.6492,154.5561,162.8559,18.88166,17.71938,17.2608,17.08883,17.04274,STAR
24.07672,21.58547,19.90887,19.25568,18.81474,0.1503092,2.318234,10.87424,19.8469,29.77395,0.3327429,5.824327,34.71556,65.96594,83.76315,0.4670322,2.195834,16.0072,29.07706,39.26302,25.19218,20.71511,18.75724,18.08444,17.79668,GALAXY
18.26088,16.41091,15.66405,15.29748,15.01124,49.61878,272.67,542.4776,760.3401,989.7025,769.3906,4053.215,8759.577,12751.01,15527.44,126.2655,426.8241,929.4115,1360.883,1775.505,15.44588,13.61716,12.7862,12.37603,12.13619,GALAXY
21.04538,20.05548,19.66941,19.2858,19.11837,3.81299,9.501022,13.55818,19.30379,22.50005,38.06089,97.56026,158.9101,224.324,257.6162,8.465172,14.6671,25.25172,36.87536,42.28729,18.69084,17.58087,17.07418,16.78299,16.6474,GALAXY
20.76718,19.46601,18.65824,18.49657,18.19238,4.929242,16.35245,34.41108,39.93587,52.84021,58.5897,230.0577,420.3948,596.5378,737.4034,11.8375,24.3324,48.20704,71.41462,93.37378,18.21819,16.68953,16.05013,15.68794,15.51455,GALAXY
21.68825,19.86716,18.77562,18.28232,17.86249,2.102755,11.30081,30.88475,48.64814,71.60726,5.391005,33.96743,89.80053,140.4099,204.7916,5.370745,13.35948,36.2342,55.44495,74.84586,20.66103,18.78436,17.73232,17.24361,16.89727,GALAXY
23.36495,20.82553,19.34769,18.85353,18.36534,0.407361,4.673345,18.23492,28.74544,45.05556,1.007249,21.45695,73.3083,120.1235,184.9511,3.117277,6.584143,25.03623,41.2871,54.23342,20.45118,19.26204,17.88678,17.34109,16.82884,GALAXY
21.44038,19.43567,18.43927,18.01594,17.57929,2.646302,16.81593,42.10077,62.1757,92.95148,13.37597,54.23696,131.524,189.2599,260.3575,7.229115,20.98683,52.48602,76.9482,100.2968,19.97429,18.23071,17.19803,16.82487,16.52795,GALAXY
20.63718,18.98833,18.17021,17.58897,17.23048,5.557154,25.39002,53.94043,92.13233,128.1726,19.88,84.36884,187.4665,274.6228,358.6513,11.08258,31.40343,73.03557,115.054,148.1488,19.41082,17.79452,16.91433,16.4933,16.21167,GALAXY
20.84847,19.17297,18.39623,17.87343,17.4906,4.573058,21.41927,43.80309,70.89643,100.8639,15.66222,92.26598,204.593,306.9555,409.5938,9.337873,28.03498,65.1656,98.00378,126.8492,19.49569,17.67215,16.81366,16.38538,16.09146,GALAXY
21.85052,20.63727,19.73646,19.29173,18.86426,1.808058,5.558743,12.74606,19.19856,28.44465,7.938706,32.60966,79.60002,128.9314,177.3964,3.508554,6.798506,16.5038,25.4625,33.89952,20.48831,18.91006,17.92125,17.39369,17.25471,GALAXY
24.04106,21.26682,19.60501,18.94949,18.52901,0.1608297,3.111062,14.38683,26.31391,38.74687,0.1564623,6.233315,30.49268,54.44366,78.25115,0.6157867,3.167874,16.64614,29.27738,38.25471,27.14802,20.50294,18.85034,18.24222,17.82606,GALAXY
18.78467,18.6531,18.40186,18.31245,18.37294,30.62843,34.57444,43.5764,47.31676,44.74098,31.67204,36.26257,44.02382,46.9182,46.68863,43.48192,43.72343,49.67345,53.67107,60.03281,18.78689,18.65127,18.4328,18.37961,18.39148,QSO
20.76779,18.68256,17.72566,17.23362,16.84665,4.926461,33.64894,81.23312,127.8056,182.5298,11.02142,114.0189,295.8222,445.1002,575.5855,11.40485,40.36618,107.5531,164.8962,225.5285,20.13181,17.39574,16.37128,15.91939,15.59891,GALAXY
21.28474,19.3171,18.35883,17.85855,17.42528,3.056302,18.75649,45.33829,71.87507,107.1189,3.530924,34.68306,89.16723,134.9401,193.1849,6.063354,20.79492,55.82413,86.11924,117.3255,21.30967,18.72262,17.6756,17.22666,16.83407,GALAXY
20.18156,18.24187,17.30358,16.76243,16.35261,8.457765,50.49541,119.8305,197.2551,287.7084,15.70449,179.2029,472.8932,710.6944,890.3554,16.04771,61.72633,165.5057,254.2406,350.6395,19.53177,16.84004,15.77445,15.30532,15.06369,GALAXY
20.96427,19.39001,18.5694,18.11519,17.78281,4.109497,17.53811,37.3453,56.74404,77.06146,11.04923,61.7997,146.9205,207.5652,265.9008,6.654413,20.04933,48.0817,69.02568,89.10271,19.86208,18.07349,17.12117,16.7231,16.40193,GALAXY
20.4973,18.68861,17.7999,17.2228,16.79693,6.322156,33.46211,75.86437,129.0856,191.0827,18.49066,152.3112,391.5694,602.7896,790.563,13.16934,41.04746,107.0236,166.13,228.098,19.30059,17.17203,16.13721,15.64287,15.32224,GALAXY
20.95136,18.97874,17.99026,17.64942,17.27597,4.15877,25.61517,63.66417,87.14239,122.9127,7.357322,60.44651,160.155,225.2673,307.5039,10.58887,30.69939,78.5742,114.91,152.6226,20.30386,18.11374,17.07555,16.683,16.34225,GALAXY
22.17687,20.29444,19.29522,18.58742,18.04043,1.332092,7.623651,19.13795,36.72995,60.78051,9.790149,60.27873,140.2875,215.497,305.9453,4.167934,10.34122,29.59925,53.6802,77.39865,22.45976,18.11449,17.20961,16.80018,16.46624,GALAXY
21.1707,19.37982,18.44205,17.96818,17.62761,3.396126,17.70361,41.99313,64.97202,88.90505,6.63547,37.84145,97.0681,144.3732,190.3258,6.081164,20.30449,52.22824,78.27837,105.2391,20.35712,18.59375,17.59217,17.14875,16.84567,GALAXY
21.51384,20.37738,19.82943,19.54391,19.18908,2.472163,7.062834,11.69993,15.21869,21.07829,25.58893,65.9537,104.8554,140.8548,151.752,6.238526,11.7125,20.79668,28.51212,33.6132,19.11557,18.01505,17.48486,17.19297,17.17501,GALAXY
21.54306,19.67844,18.6529,18.24719,17.90119,2.406095,13.44635,34.58074,50.24773,69.09929,20.67475,75.52462,167.7721,245.5771,336.8417,6.675067,17.9506,46.69549,74.09044,101.3834,19.26368,17.891,17.08258,16.66797,16.38958,GALAXY
22.79764,20.6916,19.4599,18.8561,18.56081,0.7344468,5.287308,16.44431,28.67757,37.62767,16.08669,46.71353,108.5084,163.5175,235.6108,3.31019,6.662151,23.36994,39.27527,54.51596,19.59216,18.39943,17.55468,17.09231,16.76357,GALAXY
17.71295,17.00607,16.94294,17.08699,17.32668,82.18998,157.6063,167.0406,146.2862,117.3032,81.6659,159.9337,166.21,147.1635,119.6906,54.66467,155.6085,169.4991,149.1874,124.0633,17.78156,17.03953,16.99464,17.14199,17.33786,QSO
21.7009,19.92198,18.8732,18.43296,17.87225,2.078167,10.7443,28.23012,42.34553,70.96651,19.16066,86.69249,219.8546,345.7142,476.8389,4.962829,17.00275,50.02669,83.91158,121.7326,19.429,17.72692,16.73548,16.24491,15.9029,GALAXY
20.35393,19.72877,19.35083,18.98775,18.96799,7.215447,12.83718,18.18227,25.40266,25.84928,7.66388,12.96253,18.3726,25.60358,26.64667,11.13064,13.46525,18.76506,25.43962,27.34111,20.2863,19.76812,19.3887,19.0012,19.14878,QSO
22.11088,19.60353,18.11624,17.42357,17.00937,1.417334,14.40686,56.68926,107.2925,157.1233,2.335666,15.09729,56.08292,108.7492,158.1057,23.98554,32.31219,74.1796,133.0391,182.5945,21.62533,19.53753,18.14447,17.44954,17.07265,STAR
20.55453,19.5575,18.76651,18.2939,18.03112,5.997268,15.03088,31.1452,48.13205,61.30423,11.69623,31.46948,72.04472,109.6519,143.3234,9.631183,17.80206,41.68441,66.72269,81.24715,19.5866,18.65909,17.78621,17.30748,17.02262,GALAXY
21.39346,19.95382,19.15493,18.80328,18.46889,2.763803,10.43378,21.77778,30.10737,40.95438,16.03437,58.63147,113.1001,150.1475,161.9515,5.4045,14.24537,31.86993,47.32408,61.95535,19.52985,18.30831,17.51324,17.13988,17.08108,GALAXY
21.02621,19.88723,19.20559,18.78773,18.49847,3.881084,11.09377,20.78508,30.54155,39.85328,38.58666,117.2083,203.8761,272.9709,268.2685,8.122158,13.96849,29.1396,44.71896,56.21775,18.85518,17.64268,17.03164,16.67852,16.59703,GALAXY
21.21993,19.39144,18.42746,18.06817,17.76168,3.245057,17.51513,42.56113,59.25514,78.57588,11.87947,36.51221,83.06546,125.2578,162.3019,5.918131,18.65769,47.81958,70.6954,94.01305,20.36735,18.6863,17.78131,17.32694,16.99313,GALAXY
22.25368,20.03142,18.81479,18.26567,17.75614,1.239041,9.713891,29.79048,49.40001,78.97795,1.197196,11.0944,34.33487,54.96167,92.0754,9.4775,22.73931,59.63918,97.87924,139.3811,22.83224,19.96916,18.77001,18.24124,17.67808,GALAXY
21.43862,20.33323,19.68183,19.11353,18.9053,2.65062,7.356052,13.404,22.62342,27.38825,26.92167,60.91162,105.1266,147.7143,164.0657,17.62624,13.29322,23.14833,34.47301,45.29498,19.19255,18.10501,17.49893,17.15297,17.23543,GALAXY
20.60601,19.81018,19.41017,19.18793,18.89526,5.719198,11.90974,17.21513,21.12499,27.64303,17.32007,45.98591,76.49391,101.9188,131.0748,11.64952,20.98592,33.66732,46.90942,52.80098,19.55794,18.35465,17.82905,17.48704,17.24454,GALAXY
20.53688,19.66997,19.45735,19.12174,18.81424,6.095648,13.55163,16.4831,22.45307,29.78773,26.23319,72.58378,110.297,146.3739,158.6743,7.043728,16.33062,27.80035,38.94603,44.5626,18.97212,17.93353,17.46183,17.1448,17.1482,GALAXY
17.30665,16.31804,15.99589,15.85108,15.7992,119.4916,297.0193,399.618,456.6321,478.9816,120.4892,303.7198,401.6747,459.7487,482.8374,231.7555,316.8985,385.3714,409.902,418.2705,17.33985,16.34408,16.028,15.89811,15.84849,STAR
20.13672,19.83547,18.93769,18.73503,18.56614,8.814569,11.63552,26.60219,32.06093,37.44325,8.648486,13.29579,29.5696,39.31256,46.35601,10.62431,11.85725,27.50054,32.38432,36.76035,20.12972,19.70592,18.81593,18.53736,18.35785,GALAXY
20.22784,19.07386,18.94836,18.91684,18.97092,8.104675,23.46653,26.34198,27.11732,25.77953,8.841675,24.73013,26.75193,26.77847,25.38604,19.47545,24.94783,25.21028,23.20616,21.62449,20.21485,19.07844,18.9999,19.07099,19.12019,STAR
20.97912,20.12504,19.56126,19.13186,18.71907,4.053532,8.911309,14.97854,22.24467,32.51975,18.23278,50.42031,96.50848,127.8616,150.4753,6.1468,11.65155,23.60057,34.28254,45.03011,19.58335,18.33226,17.6375,17.32867,17.14105,GALAXY
20.82981,19.64965,18.96969,18.55564,18.0144,4.652442,13.8077,25.82935,37.82092,62.25554,17.27377,63.10138,141.1575,206.3979,251.62,7.652774,18.11168,42.22951,62.13964,79.95538,19.46004,18.04697,17.20818,16.80911,16.61652,GALAXY
20.49033,19.67697,19.37194,19.01871,18.63041,6.362967,13.46454,17.83222,24.68832,35.28943,12.5292,35.23058,55.95419,77.5134,90.33841,10.73945,18.44539,30.37615,42.60344,50.10572,19.84178,18.70297,18.16337,17.78237,17.64689,GALAXY
20.41176,19.57006,19.18188,18.75457,18.60152,6.840927,14.85792,21.24384,31.48897,36.24181,13.21016,33.87174,54.29169,75.53237,83.11609,10.57519,21.20529,30.82882,41.64856,45.17407,19.67264,18.68203,18.2052,17.82671,17.74388,GALAXY
21.71728,20.67005,20.23367,20.00012,19.72784,2.046772,5.393353,8.061851,9.995669,12.80624,20.0545,55.75797,83.00903,93.86421,98.26253,6.509193,8.681819,13.54426,17.55479,21.0643,19.64644,18.42021,17.94524,17.7005,17.49246,GALAXY
24.4556,22.01964,20.58026,20.1107,19.61339,0.0463938,1.551282,5.857512,9.027072,14.23884,-0.08759554,1.729855,6.107787,8.985444,15.18969,0.8011727,1.563532,5.921191,9.55522,12.33372,24.59282,21.98736,20.56389,20.21893,19.49722,QSO
21.31935,19.81606,18.98687,18.42129,17.90163,2.959996,11.84547,25.42389,42.80338,69.07106,31.22895,45.97305,104.8718,148.261,194.2643,6.355838,14.57339,38.84943,63.19091,82.66538,19.64036,18.49411,17.57013,17.16317,16.92279,GALAXY
20.51505,20.18361,19.51011,19.11459,18.69271,6.219535,8.443189,15.70107,22.60151,33.31969,6.317444,9.934828,24.00604,36.59532,53.48009,5.064124,6.271043,16.08628,23.57958,33.46499,20.82103,19.92824,19.03042,18.61845,18.14917,QSO
20.54775,19.31078,18.97658,18.63472,18.26528,6.034838,18.86599,25.66614,35.16416,49.40741,56.03013,172.5862,281.6885,376.5534,478.5162,19.07541,25.46658,45.49748,61.3517,73.53276,18.29494,16.91937,16.4122,16.11823,15.90816,GALAXY
20.56611,19.5889,19.29315,18.99284,18.52884,5.933526,14.60238,19.17442,25.28388,38.75294,19.40934,63.84903,115.4022,155.4056,196.8747,11.46949,20.35439,34.83986,46.27414,53.98189,19.26443,17.98571,17.33547,17.01199,16.79478,GALAXY
19.49661,19.21014,19.08595,18.89717,18.95369,15.89727,20.69832,23.20645,27.61308,26.19247,16.25825,21.48664,23.55913,28.59514,27.13775,22.65121,20.11755,20.76909,23.99031,21.99055,19.51751,19.19274,19.08642,18.88835,18.92267,QSO
19.11522,18.95476,18.92154,18.65225,18.64018,22.58899,26.18737,27.00075,34.60098,34.97306,23.12873,26.63886,27.38762,34.41724,34.51236,26.49144,28.05052,28.03553,33.89016,34.01019,19.13687,18.97381,18.95093,18.7313,18.73646,QSO
22.23602,20.2274,19.05303,18.52712,18.05467,1.259873,8.109356,23.92091,38.82771,59.98837,3.966058,29.81327,86.9734,134.1957,192.2008,4.143981,10.50466,34.15198,58.10899,84.8853,21.03811,18.91686,17.76021,17.27359,16.86318,GALAXY
19.31649,18.90927,19.11677,19.37516,19.47824,18.76641,27.30774,22.55683,17.77838,16.1359,19.02875,27.78985,22.41011,17.94086,16.34439,21.97198,27.71954,22.67657,18.47298,15.44373,19.33663,18.95215,19.17191,19.40893,19.72197,STAR
17.87673,16.65641,16.19757,16.04432,15.97945,70.68182,217.4875,331.8719,382.182,405.7136,71.77309,225.1566,333.8331,386.3701,402.7576,109.0089,237.5787,348.7367,395.4412,413.1607,17.92266,16.70231,16.25028,16.09141,16.08143,STAR
21.20454,19.10623,18.1951,17.75651,17.28042,3.291555,22.77719,52.71812,78.9575,122.4093,8.788687,55.80243,152.298,221.3978,297.0127,5.991157,25.27515,70.41306,107.0959,145.6595,20.82243,18.13077,16.99977,16.5407,16.29326,GALAXY
21.08273,19.10141,18.15402,17.79595,17.38086,3.683692,22.87867,54.7506,76.14059,111.5927,41.24389,59.86472,148.2463,210.1362,312.099,7.322802,28.68055,76.01374,117.5831,162.1127,19.77932,18.11154,17.11697,16.73119,16.28561,GALAXY
21.40577,20.00132,19.1431,18.73754,18.29433,2.732483,9.987062,22.01637,31.98683,48.10205,20.06851,68.98407,133.2343,195.5016,280.8215,6.988113,15.69461,37.21283,62.50453,85.90394,19.27918,17.98453,17.25411,16.8338,16.5481,GALAXY
20.17315,19.00632,18.36526,17.86929,17.5495,8.523637,24.97281,45.07047,71.16748,95.53746,21.71105,87.80517,173.0723,254.6936,364.5082,13.53458,29.21859,60.79161,95.83899,122.8863,19.19758,17.80721,17.03188,16.59333,16.24955,GALAXY
21.98759,19.96595,18.90765,18.41574,17.9507,1.590882,10.31777,27.34833,43.02251,66.01845,5.488164,30.59554,89.63221,135.4389,211.312,2.49012,11.63203,36.00581,57.96735,79.32105,20.69579,18.93035,17.70936,17.20894,16.72888,GALAXY
22.41034,20.50798,19.07066,18.55489,18.16663,1.06804,6.262047,23.53559,37.8472,54.10852,1.529944,16.18431,62.96549,104.6769,158.8968,1.949741,8.86889,34.27169,57.83825,78.30965,22.50796,19.5239,17.99135,17.4431,16.95188,GALAXY
24.95462,21.80844,20.00092,19.36841,18.93153,-0.08370897,1.886414,9.9901,17.8892,26.73358,8.798004,4.268493,19.88274,38.56294,55.21926,0.3801602,2.843177,15.13445,26.15737,36.88366,21.32352,20.91989,19.20565,18.50197,18.13932,GALAXY
20.1767,19.16835,18.43799,18.07727,17.67925,8.495788,21.51062,42.15018,58.76094,84.77513,121.6336,309.9494,518.2667,737.2952,951.1437,19.86235,41.44147,79.40441,121.1231,146.607,17.33223,16.2357,15.717,15.37521,15.20962,GALAXY
21.76743,20.13041,19.12287,18.59394,18.17236,1.953514,8.867283,22.4305,36.51016,53.82373,23.26007,75.51503,153.9237,213.6814,284.6042,6.022822,15.04531,35.39089,58.98238,75.35025,19.17116,17.87035,17.1251,16.78396,16.69528,GALAXY
21.59071,20.79469,19.25063,18.9693,18.83085,2.302077,4.808101,19.94035,25.83807,29.33482,2.963269,5.343374,21.65767,29.82276,34.27049,3.888264,5.433478,22.46494,29.29814,31.63286,21.33315,20.6855,19.16833,18.82362,18.66426,GALAXY
21.59331,19.4452,18.53246,18.08307,17.64996,2.296531,16.66892,38.63779,58.44747,87.09313,6.419929,42.98116,107.5532,156.8237,248.3456,5.816379,18.17443,49.78427,76.47145,102.3437,20.60797,18.52689,17.52516,17.10506,16.67721,GALAXY
22.75379,20.82207,19.8306,19.33382,18.85618,0.7667999,4.688277,11.68726,18.46847,28.65751,12.689,45.81224,95.77601,126.554,171.3439,4.076643,8.652411,19.7079,29.40102,38.13085,19.91314,18.46729,17.63228,17.33695,17.29765,GALAXY
20.98078,19.21631,18.11352,17.62051,17.21407,4.047332,20.58098,56.83176,89.49396,130.1239,28.961,75.25253,172.7353,255.1477,349.8376,8.389291,24.82682,69.41672,109.3185,152.0613,19.12626,17.83679,16.85481,16.42802,16.05503,GALAXY
21.2025,19.38503,18.43598,18.03813,17.72755,3.297777,17.61885,42.22855,60.91803,81.08526,7.965461,35.46023,80.26472,112.2214,156.8517,9.846889,22.96519,54.67735,77.56168,102.818,20.47245,18.70337,17.81289,17.44216,17.10522,GALAXY
23.72124,22.38824,20.73161,19.8012,19.36416,0.264356,1.101106,5.094646,12.0067,17.93079,3.166155,2.056281,13.39261,21.31819,31.33276,1.765036,1.53679,6.614697,14.9178,24.09765,21.8362,21.60987,19.77553,19.15895,18.74524,GALAXY
21.37795,19.60745,18.57901,18.0972,17.70735,2.803762,14.35504,37.01614,57.69183,82.60831,13.8169,61.08747,147.6929,220.9294,255.4397,5.998929,16.26747,45.7164,70.65633,98.73083,19.73934,18.18312,17.23268,16.79531,16.67805,GALAXY
20.62272,19.49744,18.73923,18.25481,17.93529,5.631732,15.88581,31.93745,49.8965,66.96261,47.7823,125.9214,225.1029,321.9858,405.4615,9.415542,20.53573,43.47519,65.64495,85.03607,18.4283,17.29049,16.65726,16.27013,16.08507,GALAXY
20.75285,18.88214,17.97769,17.48857,17.19452,4.994802,27.99894,64.40548,101.058,132.4886,9.943183,58.1675,136.4201,197.3946,268.8848,10.01832,31.81155,78.544,120.2034,165.8272,20.27309,18.15734,17.22718,16.81613,16.48595,GALAXY
21.15914,19.0163,18.04572,17.62394,17.17455,3.432589,24.7442,60.49359,89.21187,134.9484,9.435547,76.55634,199.3571,281.7662,371.884,7.146297,26.95292,75.47832,116.0666,163.1658,19.87849,17.8642,16.81123,16.43949,16.11079,GALAXY
20.36528,19.5674,19.2057,18.96785,18.86851,7.14038,14.89446,20.78291,25.87248,28.33357,7.608903,14.88733,20.79379,25.83015,29.42524,10.25724,14.11182,19.60663,25.66738,28.34406,20.41448,19.60101,19.23993,19.04443,18.78017,QSO
21.01856,19.12266,18.11178,17.69233,17.20144,3.908579,22.43512,56.9226,83.76553,131.647,17.7662,123.2317,287.8806,438.9894,625.0051,8.528015,35.11225,92.35941,144.3884,193.5786,19.47222,17.4333,16.49461,16.03996,15.68478,GALAXY
21.13291,19.05889,18.11668,17.68604,17.30548,3.516799,23.79232,56.66623,84.25211,119.6167,15.57351,72.49333,165.8813,246.4599,319.681,8.151151,30.55033,79.02882,121.2167,168.5697,19.78027,17.92152,16.9904,16.56194,16.24384,GALAXY
21.18464,19.10631,18.01668,17.6198,17.22034,3.352646,22.77553,62.13372,89.55233,129.3748,10.91606,100.2614,278.7079,408.8163,506.68,9.185865,31.16666,87.73557,136.2029,188.2131,20.26981,17.5606,16.43496,15.99493,15.77043,GALAXY
18.89797,17.76303,17.31749,17.15854,17.07152,27.59315,78.48554,118.3051,136.9566,148.382,27.71564,79.46246,117.3783,136.0754,148.3801,37.37525,73.23003,114.4695,136.2622,148.2524,18.92323,17.7972,17.36519,17.21809,17.12573,STAR
21.17204,19.23021,18.38132,18.02172,17.60524,3.391925,20.31922,44.40858,61.84563,90.75617,17.49728,93.35709,200.7617,284.8255,373.1471,5.600292,22.70929,57.70917,85.48257,114.5843,19.66063,17.73047,16.83882,16.41965,16.13801,GALAXY
21.55222,20.03621,19.14721,18.50333,18.20796,2.385757,9.671106,21.93321,39.68812,52.08674,19.61737,84.93531,188.032,271.6572,357.3097,3.81159,12.73381,32.65229,53.42066,73.86617,19.41129,17.72525,16.88778,16.46126,16.16544,GALAXY
21.79669,20.09854,18.94068,18.42586,18.01447,1.90103,9.131504,26.52881,42.62343,62.25144,8.917379,33.99103,95.608,151.0807,200.4496,3.390744,13.24368,41.32542,68.28732,94.55946,20.36862,18.75625,17.6553,17.1591,16.83058,GALAXY
